cliente_id,edad,ingreso_anual_estimado,gasto_anual_total,frecuencia_compra_anual,meses_cliente,ticket_promedio,region
CLI-04283,56,70222687,2298020,12,27,191501,Araucanía
CLI-04284,40,16812246,929605,2,4,464802,Metropolitana
CLI-04285,52,32745108,2139173,12,3,178264,Antofagasta
CLI-04286,53,50357239,2221617,43,20,51665,Metropolitana
CLI-04287,22,47528090,2071729,13,51,159363,Metropolitana
CLI-04288,20,16679679,732518,7,6,104645,Valparaíso
CLI-04289,36,52425001,2193603,14,33,156685,Metropolitana
CLI-04290,60,12843714,601801,20,56,30090,Biobío
CLI-04291,56,46532546,2771998,13,5,213230,Valparaíso
CLI-04292,44,46263153,1524857,5,37,304971,Valparaíso
CLI-04293,38,17414299,551540,9,41,61282,Biobío
CLI-04294,33,48217429,4248891,1,48,4248891,Metropolitana
CLI-04295,18,21672037,1886640,23,13,82027,Biobío
CLI-04296,41,11153400,479886,42,3,11425,Metropolitana
CLI-04297,43,85104587,2997282,3,53,999094,Metropolitana
CLI-04298,36,18225418,1493120,2,58,746560,Araucanía
CLI-04299,18,16765937,821184,8,18,102648,Biobío
CLI-04300,35,17888399,1048144,22,7,47642,Biobío
CLI-04301,31,28838532,1349580,7,15,192797,Biobío
CLI-04302,30,32203960,2063558,2,19,1031779,Valparaíso
CLI-04303,41,10009923,990590,2,38,495295,Metropolitana
CLI-04304,24,28674992,2824616,1,89,2824616,Antofagasta
CLI-04305,29,48294315,2156893,6,60,359482,Biobío
CLI-04306,27,38799271,1656414,12,32,138034,Antofagasta
CLI-04307,30,19075546,2032793,1,54,2032793,Antofagasta
CLI-04308,40,117319984,5028212,20,9,251410,Biobío
CLI-04309,46,16088328,659004,27,18,24407,Metropolitana
CLI-04310,24,45591252,1794872,7,120,256410,Biobío
CLI-04311,35,22104079,1205123,2,60,602561,Metropolitana
CLI-04312,38,14312826,921079,3,30,307026,Metropolitana
CLI-04313,33,14171715,1517787,4,33,379446,Valparaíso
CLI-04314,38,75737834,3137096,6,42,522849,Metropolitana
CLI-04315,34,109476977,4601812,3,3,1533937,Antofagasta
CLI-04316,36,34538926,1360987,16,37,85061,Metropolitana
CLI-04317,41,40623793,2422144,6,53,403690,Metropolitana
CLI-04318,46,36164627,1530899,3,14,510299,Metropolitana
CLI-04319,33,15691802,680858,13,23,52373,Metropolitana
CLI-04320,28,11180147,589281,6,48,98213,Valparaíso
CLI-04321,28,29172992,1667348,4,55,416837,Antofagasta
CLI-04322,26,32305644,1589980,23,10,69129,Metropolitana
CLI-04323,31,16455265,1296413,1,6,1296413,Valparaíso
CLI-04324,18,10260901,847699,4,42,211924,Biobío
CLI-04325,36,41437467,1649061,2,34,824530,Biobío
CLI-04326,29,29651631,2061255,1,80,2061255,Antofagasta
CLI-04327,29,26953958,2484762,1,3,2484762,Metropolitana
CLI-04328,25,56532235,2194579,1,52,2194579,Araucanía
CLI-04329,26,54065219,2540838,1,38,2540838,Biobío
CLI-04330,49,67230041,2921363,1,60,2921363,Valparaíso
CLI-04331,39,10556666,719968,3,3,239989,Araucanía
CLI-04332,42,3594689,216502,1,20,216502,Metropolitana
CLI-04333,38,13296730,674416,6,22,112402,Valparaíso
CLI-04334,26,41386357,1682218,8,120,210277,Metropolitana
CLI-04335,18,12047641,1031681,12,20,85973,Valparaíso
CLI-04336,35,55055112,2279257,9,21,253250,Antofagasta
CLI-04337,48,27765082,1059021,5,20,211804,Biobío
CLI-04338,33,13589275,776172,3,46,258724,Antofagasta
CLI-04339,54,17297747,1191706,4,24,297926,Metropolitana
CLI-04340,37,7673489,787164,6,24,131194,Araucanía
CLI-04341,32,11166066,729561,4,19,182390,Metropolitana
CLI-04342,37,25214282,1166970,6,8,194495,Valparaíso
CLI-04343,35,3095278,206963,6,9,34493,Valparaíso
CLI-04344,24,33194126,1101442,4,47,275360,Biobío
CLI-04345,37,66174535,2673251,3,67,891083,Valparaíso
CLI-04346,44,14622119,558929,22,15,25405,Metropolitana
CLI-04347,49,47788966,2945782,30,49,98192,Antofagasta
CLI-04348,42,93383823,8134307,13,40,625715,Biobío
CLI-04349,30,15702699,840524,4,34,210131,Valparaíso
CLI-04350,36,49156019,2559076,2,4,1279538,Araucanía
CLI-04351,35,35328700,2753578,5,38,550715,Antofagasta
CLI-04352,33,12437636,831470,8,23,103933,Biobío
CLI-04353,45,4088324,333247,1,9,333247,Metropolitana
CLI-04354,19,86185570,3851350,5,29,770270,Biobío
CLI-04355,43,48268554,4426224,8,33,553278,Metropolitana
CLI-04356,46,69006458,2241352,4,11,560338,Biobío
CLI-04357,26,50281253,2023767,2,46,1011883,Metropolitana
CLI-04358,35,25094331,1034947,8,3,129368,Biobío
CLI-04359,31,9927813,511397,1,25,511397,Metropolitana
CLI-04360,41,15492790,941465,3,43,313821,Metropolitana
CLI-04361,30,20540175,1131821,1,12,1131821,Metropolitana
CLI-04362,33,29656485,993842,4,7,248460,Biobío
CLI-04363,37,17776843,1103401,8,16,137925,Valparaíso
CLI-04364,39,33233521,1116479,22,7,50749,Antofagasta
CLI-04365,41,5720332,222704,7,19,31814,Metropolitana
CLI-04366,34,34794159,2232790,2,23,1116395,Valparaíso
CLI-04367,45,10056743,655314,3,30,218438,Araucanía
CLI-04368,24,13295281,552315,4,8,138078,Biobío
CLI-04369,28,13275245,657714,43,35,15295,Metropolitana
CLI-04370,43,36840621,1669036,16,16,104314,Biobío
CLI-04371,23,34221321,2872193,7,41,410313,Antofagasta
CLI-04372,42,33100196,2864698,9,13,318299,Metropolitana
CLI-04373,39,18136300,1035132,1,10,1035132,Metropolitana
CLI-04374,27,39372526,2268542,13,11,174503,Biobío
CLI-04375,42,53434001,2823480,13,27,217190,Biobío
CLI-04376,45,7555966,516017,12,25,43001,Valparaíso
CLI-04377,48,27410096,2378999,6,25,396499,Araucanía
CLI-04378,30,24353403,1946243,1,20,1946243,Valparaíso
CLI-04379,45,55260846,2398829,6,16,399804,Valparaíso
CLI-04380,27,30747829,1784413,1,9,1784413,Valparaíso
CLI-04381,39,25044404,2036826,3,4,678942,Valparaíso
CLI-04382,52,27305023,1229394,35,26,35125,Antofagasta
CLI-04383,31,112804719,4490203,17,3,264129,Valparaíso
CLI-04384,42,19514612,1244363,6,5,207393,Metropolitana
CLI-04385,47,139098175,4385039,1,4,4385039,Araucanía
CLI-04386,18,21137482,2017359,9,19,224151,Antofagasta
CLI-04387,28,36229679,2988426,1,24,2988426,Metropolitana
CLI-04388,41,31801921,2335383,2,13,1167691,Metropolitana
CLI-04389,31,32888285,1233937,4,10,308484,Antofagasta
CLI-04390,31,21285441,1392437,1,25,1392437,Metropolitana
CLI-04391,41,178290259,6140098,41,15,149758,Metropolitana
CLI-04392,18,23090707,1365706,12,32,113808,Metropolitana
CLI-04393,34,96679007,3617657,8,23,452207,Araucanía
CLI-04394,33,19453386,1555634,9,5,172848,Valparaíso
CLI-04395,38,67083007,3514186,18,12,195232,Metropolitana
CLI-04396,44,14597907,844716,5,9,168943,Metropolitana
CLI-04397,47,53932114,2737244,8,28,342155,Araucanía
CLI-04398,28,141992600,7713940,9,23,857104,Metropolitana
CLI-04399,30,50204842,2356906,1,105,2356906,Araucanía
CLI-04400,25,34639269,1936318,2,31,968159,Antofagasta
CLI-04401,38,31567940,1687166,51,3,33081,Antofagasta
CLI-04402,25,38846228,1723893,21,40,82090,Metropolitana
CLI-04403,40,8282820,547273,12,15,45606,Metropolitana
CLI-04404,60,148682099,4953574,21,36,235884,Araucanía
CLI-04405,51,56756724,2347089,1,6,2347089,Biobío
CLI-04406,34,42726543,1623204,12,9,135267,Metropolitana
CLI-04407,23,15653421,1400943,9,29,155660,Antofagasta
CLI-04408,29,83536381,3637231,24,5,151551,Antofagasta
CLI-04409,40,55474817,2336993,4,15,584248,Valparaíso
CLI-04410,36,69290883,2282522,2,5,1141261,Metropolitana
CLI-04411,19,26664156,1726331,2,18,863165,Biobío
CLI-04412,43,9256863,644148,2,111,322074,Valparaíso
CLI-04413,51,8668040,658711,5,65,131742,Metropolitana
CLI-04414,21,22908806,747007,2,7,373503,Metropolitana
CLI-04415,21,20173123,942459,11,6,85678,Biobío
CLI-04416,61,21893167,1095395,27,14,40570,Valparaíso
CLI-04417,38,33864424,2144636,25,43,85785,Biobío
CLI-04418,43,5500225,460782,7,8,65826,Antofagasta
CLI-04419,26,23191045,1197210,5,6,239442,Metropolitana
CLI-04420,39,12967639,1385130,4,25,346282,Metropolitana
CLI-04421,25,18055475,1141869,1,18,1141869,Araucanía
CLI-04422,39,28741974,1344971,4,39,336242,Metropolitana
CLI-04423,32,24915575,1636166,1,18,1636166,Metropolitana
CLI-04424,18,19067598,751923,27,4,27849,Metropolitana
CLI-04425,37,65708949,2513321,39,18,64444,Valparaíso
CLI-04426,42,32092725,993916,3,8,331305,Araucanía
CLI-04427,45,7213300,614407,13,19,47262,Metropolitana
CLI-04428,48,70326501,4044792,1,58,4044792,Metropolitana
CLI-04429,36,29390811,1036482,4,41,259120,Antofagasta
CLI-04430,34,43284623,3368267,2,43,1684133,Valparaíso
CLI-04431,41,45977104,2128946,23,11,92562,Metropolitana
CLI-04432,38,16897328,1057568,1,54,1057568,Araucanía
CLI-04433,48,46875867,1748879,1,9,1748879,Biobío
CLI-04434,39,70125800,2143267,4,23,535816,Valparaíso
CLI-04435,53,13326821,733243,34,50,21565,Metropolitana
CLI-04436,31,37691203,1503822,2,20,751911,Biobío
CLI-04437,28,27022041,1816415,18,16,100911,Metropolitana
CLI-04438,42,31247275,1633370,4,59,408342,Araucanía
CLI-04439,18,33757903,1282666,10,23,128266,Antofagasta
CLI-04440,31,177103957,6464849,25,29,258593,Metropolitana
CLI-04441,36,40281710,2049467,37,20,55391,Metropolitana
CLI-04442,28,44453694,2086238,26,62,80239,Metropolitana
CLI-04443,23,36239644,1911818,8,18,238977,Metropolitana
CLI-04444,31,77267196,7941761,1,45,7941761,Metropolitana
CLI-04445,18,19921321,1699914,9,14,188879,Valparaíso
CLI-04446,38,24645184,1609118,4,21,402279,Metropolitana
CLI-04447,37,55055247,1891793,1,8,1891793,Metropolitana
CLI-04448,46,51719184,3643210,5,29,728642,Biobío
CLI-04449,43,22013475,1476001,7,30,210857,Metropolitana
CLI-04450,20,17680552,731841,15,19,48789,Metropolitana
CLI-04451,34,14790770,871993,16,45,54499,Valparaíso
CLI-04452,42,108923606,4618253,21,17,219916,Biobío
CLI-04453,36,35583351,1738378,4,11,434594,Valparaíso
CLI-04454,18,53983561,3438205,6,8,573034,Biobío
CLI-04455,31,32630944,2010629,24,9,83776,Metropolitana
CLI-04456,43,16862522,1029425,6,9,171570,Metropolitana
CLI-04457,50,42181828,3294929,6,20,549154,Antofagasta
CLI-04458,39,69480094,3298058,4,40,824514,Metropolitana
CLI-04459,47,8575899,348374,3,12,116124,Araucanía
CLI-04460,32,26493562,1525535,8,20,190691,Antofagasta
CLI-04461,47,9133268,570520,16,29,35657,Araucanía
CLI-04462,50,45542109,2247201,9,31,249689,Metropolitana
CLI-04463,55,126872427,4002371,20,35,200118,Metropolitana
CLI-04464,49,117568645,6816041,19,12,358739,Antofagasta
CLI-04465,39,28991367,953214,2,35,476607,Valparaíso
CLI-04466,52,10063049,921731,3,15,307243,Metropolitana
CLI-04467,23,18412766,1730673,7,28,247239,Metropolitana
CLI-04468,35,31418798,1501498,8,48,187687,Antofagasta
CLI-04469,41,66027672,2065993,14,37,147570,Araucanía
CLI-04470,52,102955070,4181585,9,13,464620,Biobío
CLI-04471,43,52204287,4528950,3,9,1509650,Metropolitana
CLI-04472,18,22955504,1404253,7,60,200607,Metropolitana
CLI-04473,41,13868794,994208,30,12,33140,Metropolitana
CLI-04474,26,11146062,526749,1,18,526749,Araucanía
CLI-04475,32,25640869,1641441,2,9,820720,Metropolitana
CLI-04476,33,42887132,3771484,7,3,538783,Antofagasta
CLI-04477,31,34962675,2193098,14,16,156649,Biobío
CLI-04478,19,15329500,821522,3,3,273840,Metropolitana
CLI-04479,30,37673351,1879299,1,7,1879299,Valparaíso
CLI-04480,20,22678713,1690301,6,23,281716,Biobío
CLI-04481,33,31512876,2582070,6,18,430345,Metropolitana
CLI-04482,35,139779281,6011562,14,5,429397,Antofagasta
CLI-04483,50,31813225,2908976,6,27,484829,Valparaíso
CLI-04484,28,99234183,4242144,1,46,4242144,Metropolitana
CLI-04485,39,50439764,3680278,4,7,920069,Metropolitana
CLI-04486,24,60966252,2573230,27,29,95304,Biobío
CLI-04487,32,20726093,1674122,2,47,837061,Biobío
CLI-04488,33,41643709,1379698,19,16,72615,Biobío
CLI-04489,28,5354387,267930,47,13,5700,Metropolitana
CLI-04490,28,43741666,1573108,9,13,174789,Valparaíso
CLI-04491,44,15051140,568749,4,24,142187,Araucanía
CLI-04492,47,78768679,5275278,9,93,586142,Araucanía
CLI-04493,35,54780309,5044484,1,54,5044484,Metropolitana
CLI-04494,28,14567751,727579,6,24,121263,Valparaíso
CLI-04495,25,4948262,232167,17,26,13656,Valparaíso
CLI-04496,50,35643190,3078902,1,41,3078902,Metropolitana
CLI-04497,35,31185374,1298583,8,16,162322,Metropolitana
CLI-04498,28,20028148,811050,16,13,50690,Biobío
CLI-04499,41,63389454,2957085,14,3,211220,Metropolitana
CLI-04500,20,27080385,1387093,11,4,126099,Metropolitana
CLI-04501,35,30958072,1477259,4,4,369314,Valparaíso
CLI-04502,46,57419117,2864396,10,30,286439,Metropolitana
CLI-04503,41,88335860,3489390,7,9,498484,Antofagasta
CLI-04504,40,25646786,1172043,23,118,50958,Araucanía
CLI-04505,33,33667380,2950146,16,28,184384,Metropolitana
CLI-04506,34,3145524,248779,14,41,17769,Metropolitana
CLI-04507,29,67719437,4985484,17,9,293263,Antofagasta
CLI-04508,28,37771144,2711286,2,7,1355643,Metropolitana
CLI-04509,28,47689474,3701490,17,60,217734,Metropolitana
CLI-04510,41,32740596,2239559,4,4,559889,Valparaíso
CLI-04511,31,15314960,524416,50,15,10488,Araucanía
CLI-04512,44,40685344,2066096,2,9,1033048,Metropolitana
CLI-04513,30,16989424,1186125,15,32,79075,Biobío
CLI-04514,37,16185051,615783,9,4,68420,Metropolitana
CLI-04515,37,28223589,1387604,5,10,277520,Metropolitana
CLI-04516,38,20130467,1455191,8,10,181898,Valparaíso
CLI-04517,43,27041638,909710,2,30,454855,Metropolitana
CLI-04518,22,30090166,1299263,22,15,59057,Antofagasta
CLI-04519,39,28019986,2107358,2,9,1053679,Metropolitana
CLI-04520,39,28316437,1329313,13,7,102254,Biobío
CLI-04521,44,30947346,1825476,2,26,912738,Antofagasta
CLI-04522,31,26834294,2808166,31,17,90586,Antofagasta
CLI-04523,24,25442857,1446680,3,10,482226,Metropolitana
CLI-04524,29,59025419,2465728,6,31,410954,Metropolitana
CLI-04525,50,46128937,3939465,14,8,281390,Metropolitana
CLI-04526,33,133096706,5347409,6,41,891234,Metropolitana
CLI-04527,37,10901540,409931,18,24,22773,Biobío
CLI-04528,54,19120625,1379056,18,120,76614,Biobío
CLI-04529,36,29606916,1537429,18,27,85412,Metropolitana
CLI-04530,36,46630608,1845693,5,22,369138,Valparaíso
CLI-04531,50,19329757,1396870,4,35,349217,Biobío
CLI-04532,30,23741136,837688,1,34,837688,Metropolitana
CLI-04533,23,86990958,3598505,7,83,514072,Araucanía
CLI-04534,24,15241367,1225423,3,13,408474,Biobío
CLI-04535,41,46367925,2377758,8,3,297219,Biobío
CLI-04536,19,40828183,2886665,1,38,2886665,Araucanía
CLI-04537,26,41990583,1742708,2,15,871354,Metropolitana
CLI-04538,26,7274033,344380,3,31,114793,Metropolitana
CLI-04539,27,13605891,489891,3,42,163297,Valparaíso
CLI-04540,35,37795949,1638367,12,14,136530,Biobío
CLI-04541,51,35845258,3012037,38,25,79264,Araucanía
CLI-04542,32,80863678,2912276,13,64,224021,Araucanía
CLI-04543,51,18435969,1603869,18,17,89103,Antofagasta
CLI-04544,18,36618534,1622492,5,14,324498,Metropolitana
CLI-04545,29,14963290,693283,18,9,38515,Biobío
CLI-04546,46,18057404,816797,1,9,816797,Biobío
CLI-04547,24,14420026,924453,12,6,77037,Metropolitana
CLI-04548,26,30151469,2944794,9,17,327199,Metropolitana
CLI-04549,31,16229137,1214857,4,38,303714,Biobío
CLI-04550,25,197798893,7998345,3,38,2666115,Antofagasta
CLI-04551,19,53993280,1934818,7,45,276402,Araucanía
CLI-04552,34,72679340,5492362,7,37,784623,Biobío
CLI-04553,47,59986065,2006980,3,41,668993,Valparaíso
CLI-04554,30,15454753,1159820,14,23,82844,Metropolitana
CLI-04555,20,14537677,1317966,9,23,146440,Metropolitana
CLI-04556,41,27515996,1313975,36,30,36499,Metropolitana
CLI-04557,22,29025686,1129388,6,78,188231,Metropolitana
CLI-04558,31,28797558,2038893,3,11,679631,Metropolitana
CLI-04559,48,110717843,6178783,5,14,1235756,Araucanía
CLI-04560,36,21135799,1070138,34,9,31474,Antofagasta
CLI-04561,25,23862804,1608438,3,4,536146,Araucanía
CLI-04562,29,34119435,1440342,10,23,144034,Metropolitana
CLI-04563,37,49249101,1605351,4,6,401337,Metropolitana
CLI-04564,30,30344931,1160095,13,11,89238,Antofagasta
CLI-04565,28,39475731,1144196,11,88,104017,Metropolitana
CLI-04566,39,101952409,6444262,7,21,920608,Antofagasta
CLI-04567,29,41402110,1461890,11,44,132899,Metropolitana
CLI-04568,31,16612606,941473,13,26,72421,Metropolitana
CLI-04569,46,27941985,1858929,1,27,1858929,Metropolitana
CLI-04570,39,40841000,1668878,1,53,1668878,Valparaíso
CLI-04571,32,7207160,331297,13,7,25484,Valparaíso
CLI-04572,43,119788003,7633688,4,71,1908422,Araucanía
CLI-04573,30,28251601,1619325,7,28,231332,Valparaíso
CLI-04574,33,23075302,1464300,3,8,488100,Metropolitana
CLI-04575,35,41182143,3354532,12,27,279544,Biobío
CLI-04576,32,78586428,4755191,17,26,279717,Araucanía
CLI-04577,18,42376528,2430156,12,10,202513,Biobío
CLI-04578,25,56816087,4642355,4,50,1160588,Metropolitana
CLI-04579,31,84785869,3033814,15,6,202254,Metropolitana
CLI-04580,60,80320255,3172804,6,8,528800,Araucanía
CLI-04581,27,68931916,2166439,6,76,361073,Metropolitana
CLI-04582,22,183094506,7419258,6,15,1236543,Antofagasta
CLI-04583,46,17384066,1409119,1,8,1409119,Biobío
CLI-04584,20,38465352,2953309,4,76,738327,Metropolitana
CLI-04585,36,55500410,2928777,4,12,732194,Metropolitana
CLI-04586,39,41216889,1728110,15,14,115207,Metropolitana
CLI-04587,25,84802285,2719713,7,23,388530,Biobío
CLI-04588,34,22891997,1444117,11,4,131283,Metropolitana
CLI-04589,18,8012520,258369,5,15,51673,Metropolitana
CLI-04590,43,21883897,1237327,20,7,61866,Biobío
CLI-04591,21,34145959,1954982,3,41,651660,Antofagasta
CLI-04592,44,12704446,674318,4,13,168579,Biobío
CLI-04593,33,85605885,2618028,3,17,872676,Biobío
CLI-04594,31,10427280,933912,22,20,42450,Metropolitana
CLI-04595,41,57102362,2541155,1,28,2541155,Biobío
CLI-04596,25,44630178,3019750,4,33,754937,Metropolitana
CLI-04597,42,5449402,389916,1,23,389916,Metropolitana
CLI-04598,39,13298546,1333527,2,5,666763,Metropolitana
CLI-04599,18,36621005,1554352,2,19,777176,Valparaíso
CLI-04600,24,25158783,1562436,26,49,60093,Valparaíso
CLI-04601,33,39428948,2270104,17,37,133535,Valparaíso
CLI-04602,39,81203072,5011681,1,13,5011681,Araucanía
CLI-04603,32,41716667,3061525,1,32,3061525,Araucanía
CLI-04604,41,78759993,3191783,4,17,797945,Metropolitana
CLI-04605,31,39960785,1899365,10,3,189936,Biobío
CLI-04606,36,32887084,1484731,7,20,212104,Metropolitana
CLI-04607,40,9962725,500284,8,31,62535,Araucanía
CLI-04608,18,13806457,1136967,5,28,227393,Metropolitana
CLI-04609,39,41539436,1846698,6,13,307783,Valparaíso
CLI-04610,27,28691445,2915935,1,5,2915935,Metropolitana
CLI-04611,28,26983170,1100219,1,14,1100219,Antofagasta
CLI-04612,45,57368075,2204067,12,8,183672,Metropolitana
CLI-04613,47,8269078,774037,9,12,86004,Valparaíso
CLI-04614,34,47929214,2929448,3,9,976482,Araucanía
CLI-04615,55,30434765,1699232,22,120,77237,Metropolitana
CLI-04616,51,61666889,3180150,6,18,530025,Metropolitana
CLI-04617,48,71252071,2894973,10,18,289497,Metropolitana
CLI-04618,40,57199162,2581297,6,36,430216,Metropolitana
CLI-04619,27,10974395,559965,1,20,559965,Metropolitana
CLI-04620,21,13249023,527171,1,22,527171,Araucanía
CLI-04621,27,25102524,1265068,3,25,421689,Antofagasta
CLI-04622,40,14846793,1210008,1,5,1210008,Antofagasta
CLI-04623,46,16130322,1142240,11,15,103840,Metropolitana
CLI-04624,28,38457076,2315549,8,20,289443,Araucanía
CLI-04625,37,27411816,2203195,5,34,440639,Metropolitana
CLI-04626,29,33275740,1275972,1,23,1275972,Araucanía
CLI-04627,43,11588689,952995,1,22,952995,Biobío
CLI-04628,35,32485426,2001093,23,6,87004,Metropolitana
CLI-04629,28,55653229,2522626,36,32,70072,Araucanía
CLI-04630,24,19509676,1969045,7,41,281292,Metropolitana
CLI-04631,18,28300417,2939449,4,54,734862,Metropolitana
CLI-04632,24,54047201,4585088,12,33,382090,Biobío
CLI-04633,30,34150056,1496900,1,30,1496900,Metropolitana
CLI-04634,25,9823486,1088354,1,30,1088354,Biobío
CLI-04635,26,8493084,637697,17,90,37511,Metropolitana
CLI-04636,34,6599318,661752,3,6,220584,Metropolitana
CLI-04637,18,9974186,583001,16,25,36437,Metropolitana
CLI-04638,44,58948128,3068394,19,11,161494,Araucanía
CLI-04639,18,7393772,362385,1,10,362385,Metropolitana
CLI-04640,18,32114626,2397601,11,101,217963,Metropolitana
CLI-04641,33,28935766,1218718,3,43,406239,Biobío
CLI-04642,51,24610535,1151114,1,23,1151114,Metropolitana
CLI-04643,40,30974666,1868863,8,12,233607,Metropolitana
CLI-04644,53,26866267,827071,59,4,14018,Metropolitana
CLI-04645,34,92031208,3977302,8,49,497162,Valparaíso
CLI-04646,44,30784739,1711990,2,15,855995,Antofagasta
CLI-04647,43,8206343,603431,17,102,35495,Araucanía
CLI-04648,27,36511098,2176255,1,42,2176255,Antofagasta
CLI-04649,31,96019780,3344124,14,8,238866,Metropolitana
CLI-04650,21,25528481,961048,6,14,160174,Antofagasta
CLI-04651,39,38269992,2063803,5,42,412760,Valparaíso
CLI-04652,31,36124450,1575527,10,4,157552,Araucanía
CLI-04653,33,21010360,958448,18,14,53247,Valparaíso
CLI-04654,35,24698446,1277648,9,16,141960,Antofagasta
CLI-04655,23,60232967,2098593,17,12,123446,Metropolitana
CLI-04656,41,67469452,4868625,2,19,2434312,Biobío
CLI-04657,31,7162876,493295,47,6,10495,Biobío
CLI-04658,46,14724129,1304675,4,48,326168,Metropolitana
CLI-04659,32,21933944,1014543,5,25,202908,Metropolitana
CLI-04660,28,30476612,1281998,17,10,75411,Metropolitana
CLI-04661,34,21489296,1293795,8,16,161724,Antofagasta
